,q103_survey_type,q213_no_members,q216_house_pucca_kachha,q217_house_type,q218_house_no_stories,q223_house_no_bedrooms,q224_house_no_toilets,q225_house_no_otherrooms,land_area_sqfeet,q228_plot_use_house_in_percent,q301_grid_yn,q313_grid_billfreq,q610_elec_bill_physical_yn,q610_a_no_billing_days,q610_b_billed_units,q405_a_incadescent_bulb_no,q405_b_cfl_bulb_no,q405_c_led_bulb_no,q405_d_led_tube_light_no,q405_e_cfl_tube_light_no,q409_ceiling_fan_yn,q410_ceiling_fan_no,q415_table_fan_yn,q416_table_fan_no,q421_air_coolers_yn,q422_air_coolers_no,q427_ac_yn,q428_ac_no,q459_tv_yn,q460_tv_no,q466_fridge_yn,q467_fridge_no,q471_mixer_grinder_2_yn,q472_wash_mach_yn,q476_iron_yn,q477_water_pump_yn,q480_water_pump_cap_hp
10995,2,3,3,1.0,1.0,1,1,2,450.0,100.0,1,1.0,0.0,,,0.0,1.0,10.0,1.0,0.0,1.0,3.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
10997,2,6,3,2.0,3.0,1,1,1,200.0,100.0,1,1.0,0.0,,,2.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
11000,1,5,3,1.0,1.0,2,1,1,3267.0,80.0,1,1.0,1.0,30.0,10.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,1.0,0.0,
11009,2,3,3,1.0,1.0,2,1,2,400.0,90.0,1,1.0,1.0,30.0,107.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
11029,2,5,3,1.0,1.0,1,1,3,400.0,55.0,1,1.0,0.0,,,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
11031,2,3,3,1.0,1.0,1,1,1,3500.0,90.0,1,1.0,1.0,30.0,65.0,0.0,0.0,3.0,0.0,2.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,
11036,1,5,3,1.0,1.0,3,2,3,1000.0,80.0,1,1.0,1.0,30.0,48.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,1.0,0.0,
11041,2,5,3,1.0,1.0,1,1,2,300.0,100.0,1,1.0,1.0,30.0,139.0,1.0,0.0,2.0,0.0,6.0,1.0,4.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
11045,2,2,3,2.0,3.0,1,1,1,180.0,100.0,1,1.0,1.0,30.0,160.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
11056,2,3,2,1.0,1.0,1,0,0,300.0,50.0,1,1.0,1.0,30.0,47.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
11058,2,4,3,1.0,1.0,1,1,4,500.0,65.0,1,1.0,0.0,,,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
11067,1,5,3,1.0,1.0,1,1,3,200.0,80.0,1,1.0,1.0,25.0,52.0,1.0,3.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,1.0,0.0,
11078,1,6,3,1.0,1.0,2,1,4,1633.5,,1,1.0,1.0,30.0,96.0,2.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0
11087,1,6,3,1.0,1.0,2,1,4,450.0,70.0,1,1.0,1.0,,,2.0,2.0,2.0,1.0,1.0,1.0,3.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
11093,2,9,3,1.0,1.0,4,1,4,600.0,90.0,1,1.0,1.0,30.0,66.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,,0.0,,0.0,,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,
11108,2,2,3,2.0,2.0,1,1,1,200.0,100.0,1,1.0,0.0,,,0.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
11111,2,5,3,1.0,1.0,1,1,1,250.0,100.0,1,1.0,0.0,,,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
11113,2,4,3,1.0,1.0,1,1,1,550.0,100.0,1,1.0,0.0,,,1.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
11114,1,5,3,1.0,1.0,1,1,1,225.0,100.0,1,1.0,0.0,,,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
11124,1,7,3,1.0,1.0,3,1,2,1000.0,70.0,1,1.0,1.0,25.0,90.0,2.0,4.0,2.0,0.0,1.0,1.0,2.0,0.0,,1.0,1.0,0.0,,1.0,1.0,0.0,,1.0,0.0,1.0,0.0,
11131,2,4,3,1.0,1.0,2,1,2,500.0,100.0,1,1.0,1.0,30.0,168.0,3.0,0.0,2.0,4.0,0.0,1.0,4.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
11132,2,4,3,1.0,1.0,1,1,1,220.0,100.0,1,1.0,0.0,,,2.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
11135,1,7,2,1.0,1.0,2,1,3,330.0,70.0,1,1.0,1.0,25.0,43.0,2.0,3.0,2.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
11153,2,5,3,1.0,1.0,2,2,2,,,1,1.0,1.0,,34.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
11159,2,4,3,1.0,1.0,1,1,1,250.0,100.0,1,1.0,0.0,,,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
11168,2,4,3,1.0,1.0,2,4,6,4000.0,,1,1.0,0.0,,,1.0,2.0,4.0,0.0,2.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,
11176,2,5,3,2.0,3.0,1,1,1,250.0,100.0,1,1.0,0.0,,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,
11185,2,3,3,2.0,17.0,1,2,2,300.0,100.0,1,1.0,0.0,,,0.0,0.0,5.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
11194,2,5,3,1.0,1.0,3,1,1,500.0,90.0,1,1.0,1.0,30.0,66.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
11195,1,5,3,1.0,1.0,2,1,2,700.0,90.0,1,1.0,1.0,22.0,45.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,0.0,,1.0,1.0,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,
11196,2,4,3,1.0,2.0,3,2,5,300.0,70.0,1,1.0,1.0,30.0,67.0,0.0,1.0,8.0,2.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,1.0,0.0,
11235,1,7,3,1.0,1.0,1,1,1,600.0,100.0,1,1.0,0.0,,,0.0,0.0,6.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
11236,1,6,3,1.0,1.0,1,1,3,5445.0,50.0,1,1.0,1.0,90.0,835.0,2.0,3.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
11245,1,4,3,1.0,1.0,1,1,3,750.0,100.0,1,1.0,1.0,30.0,87.0,0.0,0.0,6.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
11252,2,5,3,1.0,1.0,1,1,1,300.0,100.0,1,1.0,0.0,,,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
11254,1,4,3,1.0,1.0,1,1,1,200.0,100.0,1,1.0,0.0,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
11255,2,4,1,,,1,1,1,800.0,,1,1.0,0.0,,,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,
11258,1,4,3,1.0,1.0,1,1,2,280.0,80.0,1,1.0,1.0,30.0,128.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,1.0,0.0,
11260,2,3,3,1.0,1.0,1,1,2,500.0,80.0,1,1.0,1.0,30.0,68.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,
11265,2,3,3,1.0,2.0,4,2,2,1000.0,80.0,1,1.0,0.0,,,0.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
11267,1,5,2,1.0,1.0,1,1,3,200.0,70.0,1,1.0,0.0,,,1.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
11277,1,5,3,1.0,1.0,1,1,2,650.0,70.0,1,1.0,1.0,22.0,142.0,1.0,0.0,4.0,2.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
11289,1,3,3,1.0,1.0,1,1,1,,,1,1.0,1.0,30.0,200.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,,1.0,1.0,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,
11296,2,4,3,2.0,3.0,1,1,1,900.0,100.0,1,1.0,0.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
11300,1,8,3,1.0,2.0,2,2,2,1000.0,80.0,1,1.0,1.0,20.0,75.0,2.0,5.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
11302,1,4,3,1.0,1.0,1,2,2,600.0,80.0,1,1.0,1.0,30.0,153.0,2.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,
11303,1,4,2,1.0,1.0,3,1,3,500.0,90.0,1,1.0,1.0,30.0,5.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
11304,2,5,3,2.0,2.0,1,2,2,550.0,100.0,1,1.0,1.0,30.0,111.0,3.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
11308,1,6,2,1.0,1.0,2,1,3,800.0,80.0,1,1.0,0.0,,,2.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
11313,2,6,2,1.0,1.0,2,1,2,400.0,75.0,1,1.0,1.0,20.0,71.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
11317,1,6,3,1.0,1.0,2,1,3,670.0,70.0,1,1.0,1.0,25.0,114.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
11323,1,5,2,1.0,1.0,2,1,3,530.0,70.0,1,1.0,0.0,,,1.0,3.0,2.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
11333,2,4,3,2.0,19.0,1,2,2,500.0,100.0,1,1.0,1.0,30.0,206.0,0.0,1.0,1.0,3.0,0.0,1.0,3.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
11335,2,6,3,1.0,1.0,1,1,1,250.0,100.0,1,1.0,1.0,30.0,59.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,
11339,1,6,1,,,2,1,2,50.0,50.0,1,1.0,0.0,,,2.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,
11345,2,8,3,1.0,2.0,3,1,1,400.0,90.0,1,1.0,1.0,30.0,93.0,0.0,6.0,0.0,0.0,3.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,1.0,0.0,
11347,2,4,3,1.0,1.0,1,1,1,900.0,100.0,1,1.0,0.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
11357,1,5,3,1.0,1.0,1,1,2,400.0,60.0,1,1.0,1.0,30.0,112.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
11396,2,3,3,1.0,1.0,1,2,1,180.0,100.0,1,1.0,1.0,30.0,100.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,,1.0,1.0,0.0,,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,
11409,2,6,3,2.0,3.0,1,1,1,160.0,100.0,1,1.0,0.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,
11412,1,6,2,1.0,1.0,2,1,3,700.0,70.0,1,1.0,1.0,25.0,100.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
11432,1,4,3,1.0,1.0,2,1,1,800.0,90.0,1,1.0,1.0,,12.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
11435,2,6,2,1.0,1.0,1,1,2,680.0,80.0,1,1.0,1.0,25.0,42.0,1.0,0.0,4.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,1.0,0.0,
11458,2,4,3,2.0,3.0,1,1,1,120.0,100.0,1,1.0,0.0,,,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,
11462,2,6,3,1.0,1.0,3,1,3,550.0,90.0,1,1.0,1.0,30.0,89.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
11466,2,7,3,1.0,1.0,1,1,1,180.0,100.0,1,1.0,1.0,30.0,135.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,
11475,2,5,3,1.0,1.0,1,1,2,400.0,80.0,1,1.0,0.0,,,2.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,1.0,0.0,
11477,1,4,3,1.0,1.0,1,1,2,280.0,70.0,1,1.0,0.0,,,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,1.0,0.0,
11482,2,3,3,1.0,1.0,2,1,1,350.0,70.0,1,1.0,1.0,30.0,36.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,,1.0,1.0,0.0,,1.0,1.0,0.0,,1.0,0.0,1.0,0.0,
11486,1,6,3,1.0,1.0,1,1,1,200.0,60.0,1,1.0,0.0,,,0.0,0.0,5.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
11488,1,6,2,1.0,1.0,2,1,3,790.0,80.0,1,1.0,1.0,22.0,181.0,2.0,3.0,1.0,2.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
11491,2,3,3,1.0,1.0,1,1,1,250.0,100.0,1,1.0,0.0,,,0.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
11493,2,4,3,1.0,2.0,2,2,4,750.0,100.0,1,1.0,1.0,30.0,260.0,0.0,0.0,3.0,0.0,2.0,1.0,4.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
11499,1,7,3,1.0,1.0,2,1,4,1300.0,100.0,1,1.0,1.0,30.0,55.0,0.0,0.0,5.0,0.0,0.0,1.0,2.0,0.0,,1.0,1.0,0.0,,1.0,1.0,0.0,,0.0,0.0,1.0,0.0,
11509,2,4,3,1.0,2.0,1,1,2,900.0,70.0,1,1.0,1.0,30.0,40.0,0.0,1.0,6.0,0.0,0.0,1.0,3.0,0.0,,1.0,1.0,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,
11510,2,5,3,2.0,3.0,1,1,1,180.0,100.0,1,1.0,1.0,30.0,99.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,
11514,2,3,3,1.0,1.0,1,2,3,2000.0,100.0,1,1.0,1.0,30.0,237.0,8.0,0.0,3.0,2.0,0.0,1.0,3.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,
11516,2,5,3,1.0,2.0,3,2,1,600.0,70.0,1,1.0,0.0,,,0.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,
11522,1,6,3,1.0,1.0,1,1,2,,60.0,1,1.0,1.0,30.0,69.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,,1.0,1.0,0.0,,1.0,1.0,0.0,,0.0,0.0,1.0,1.0,
11523,1,5,2,1.0,1.0,2,1,2,1200.0,80.0,1,1.0,1.0,30.0,32.0,0.0,0.0,8.0,1.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,
11530,2,5,3,2.0,4.0,1,1,2,500.0,70.0,1,1.0,1.0,30.0,49.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,
11531,2,4,3,1.0,1.0,1,1,3,,,1,1.0,0.0,,,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
11535,1,4,3,1.0,1.0,2,1,3,900.0,80.0,1,1.0,1.0,30.0,80.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,1.0,0.0,
11536,2,5,3,1.0,2.0,1,1,1,250.0,,1,2.0,0.0,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
11550,1,6,3,1.0,1.0,2,1,2,900.0,70.0,1,1.0,1.0,25.0,118.0,2.0,5.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
11551,2,3,3,2.0,19.0,1,2,2,305.0,100.0,1,1.0,1.0,30.0,137.0,0.0,0.0,3.0,3.0,0.0,1.0,3.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
11560,2,4,3,1.0,1.0,1,1,0,,,1,1.0,1.0,30.0,84.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,,1.0,1.0,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,
11566,1,5,2,1.0,1.0,2,1,3,600.0,80.0,1,1.0,0.0,,,2.0,0.0,4.0,2.0,0.0,1.0,3.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
11574,1,3,3,1.0,1.0,2,1,2,550.0,90.0,1,1.0,1.0,30.0,39.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
11578,1,5,3,1.0,1.0,2,1,3,1000.0,80.0,1,1.0,0.0,,,2.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
11582,2,5,2,1.0,1.0,2,1,2,400.0,80.0,1,1.0,1.0,25.0,90.0,1.0,3.0,2.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
11594,1,6,3,1.0,1.0,2,1,2,790.0,70.0,1,1.0,0.0,,,3.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
11606,1,4,3,1.0,1.0,3,1,2,1200.0,60.0,1,1.0,0.0,,,1.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
11608,2,8,2,1.0,1.0,3,1,3,360.0,90.0,1,1.0,1.0,30.0,131.0,0.0,4.0,2.0,2.0,1.0,1.0,3.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
11615,1,9,3,1.0,1.0,2,2,3,1200.0,60.0,1,1.0,1.0,25.0,35.0,2.0,4.0,1.0,1.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
11616,2,5,2,1.0,1.0,1,1,1,200.0,80.0,1,1.0,0.0,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
11622,2,4,3,2.0,1.0,1,1,1,350.0,100.0,1,1.0,0.0,,,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
11625,1,4,3,1.0,1.0,1,1,2,500.0,100.0,1,1.0,1.0,30.0,97.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
11630,2,8,3,1.0,1.0,1,0,0,300.0,100.0,1,1.0,1.0,30.0,211.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
11633,1,5,3,1.0,1.0,2,2,1,1500.0,70.0,1,1.0,1.0,30.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,
11635,2,7,2,1.0,2.0,2,1,3,600.0,90.0,1,1.0,1.0,30.0,87.0,0.0,1.0,5.0,0.0,1.0,1.0,4.0,0.0,,0.0,,0.0,,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,0.5
11641,1,5,3,1.0,1.0,2,1,2,320.0,50.0,1,1.0,1.0,25.0,25.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
11651,2,4,2,1.0,1.0,1,1,2,500.0,60.0,1,1.0,1.0,30.0,105.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,1.0,0.0,
11655,2,4,3,1.0,1.0,1,1,1,300.0,100.0,1,1.0,1.0,30.0,166.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,
11657,2,4,3,1.0,1.0,1,1,3,250.0,60.0,1,1.0,0.0,,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,
11666,2,5,3,1.0,1.0,1,1,1,750.0,100.0,1,1.0,0.0,,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
11668,1,5,3,1.0,1.0,1,1,4,50.0,90.0,1,1.0,0.0,,,2.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,
11670,2,5,3,1.0,2.0,5,2,2,900.0,80.0,1,1.0,1.0,30.0,647.0,0.0,0.0,12.0,0.0,0.0,1.0,3.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
11673,2,4,3,1.0,1.0,1,1,1,900.0,100.0,1,1.0,0.0,,,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
11675,1,6,3,1.0,1.0,3,2,3,1100.0,90.0,1,1.0,1.0,30.0,61.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,1.0,0.0,
